Pasture,Date,Sample#,DW_kg_ha,%moist,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,CPER_2022,OLS_2022,OLS,LASSO,PLS,PCR,SVR,RF,GBR,kfold
P11,2023-05-25,3.0,1077.6,72.0,0.6216578895951729,9.828886209522794,0.2974647529676343,0.288581291972574,0.3553626216346376,0.4369410032592722,41.31918028098752,0.4133230242993945,0.5331881118912827,0.5986928420001643,-0.0156954630028191,0.0864935919063523,0.4774444382112852,0.4193775997256018,0.1854751653926832,-0.1987547893999625,135.91113563432862,167.15112616767863,100.1032379443468,200.68456833587436,98.35613228937774,91.40760408729908,482.4681740255217,876.3212629337512,767.8826207217378,3520.7062048489624,2907.1007820484333,1638.034268225544,614.8232100432189,1541.1329872396016,503.05268712802217,1559.5643526938102,349.7226720397511,1288.4097195398563,872.9350561102216,1418.862864153365,1052.830324419034,P11
P11,2023-06-26,3.0,4219.2,66.6,0.7982495209430821,6.116645325669347,0.3757287658396846,0.2895832302293574,0.6094990482147737,0.5718979586309122,53.98353107762984,0.5656643900820068,0.5081993819961075,0.6535017862322299,-0.0617279783444642,0.3041243485082489,0.6218623385773508,0.3884947066436671,0.264557782160602,-0.1147109397009153,129.6292966122634,171.49733932730211,81.7774593162205,218.6165063653484,79.58116601015196,72.77512202806365,291.92360409855485,714.4762284201964,459.78578853491257,4112.096076450903,2190.347830482062,995.3242250215952,479.4410965704522,2716.139278530902,3057.7746507180705,3359.484392937856,3169.2870347094577,3077.4756546297267,3224.1774539220114,2195.778698794207,2480.2301118507294,P11
P11,2023-07-25,3.0,5205.6,62.8,0.7739119412922227,7.052851703592687,0.3829900850793852,0.2623071523976071,0.6429921439503712,0.584150550441193,55.13102962808098,0.5966127217639642,0.4824536393489546,0.5868366928979937,-0.0423042415152753,0.3455886601578729,0.619314202497224,0.4210075065425032,0.2893236899649015,-0.1030775266063946,125.4893888450204,160.85484168669228,76.61720806552606,210.49479665982804,74.66576875338973,68.67408372075691,282.96862104086495,775.3330529355433,583.3823080054781,4518.579568803215,2198.6358422753724,984.1525758437068,352.5947697442486,5140.207636263539,4129.666721064929,5818.823539338816,6259.118950860549,5710.607223239973,7283.065207112736,4493.95339061989,4821.86658786659,P11
P11,2023-08-24,3.0,5122.4,54.2,0.6768587633961414,9.584297226649724,0.3376552463981356,0.2398620967731687,0.5585361670697657,0.5336532616378056,50.40815221743968,0.5574714865836061,0.4505364114756022,0.4986060829733281,-0.0218035968362602,0.2767306767619524,0.5540537570610133,0.4801048541892875,0.2713831334272565,-0.1364902005738988,121.40358605672566,149.37881555200954,78.2122221578868,198.20269607469723,76.76188099672063,70.86071504806065,410.8104174069048,1004.4816632688802,899.8211539258587,4657.768703412628,2638.591040869412,1320.3405940252076,259.86514547629133,5569.5516619565515,3262.8982602031447,4981.647394747646,3884.7726635084323,5089.097681942555,7316.3298291589135,3375.12638678593,3894.9848476070833,P11
P11,2023-10-10,3.0,7686.4,50.8,0.5364956669514499,13.046330704913336,0.2764945697394612,0.2025429339916969,0.4046333023376321,0.4059991041321951,38.28944709744819,0.3672778898715982,0.4834718679888021,0.4286720314883199,0.044309418356394,0.1469090274026345,0.4031821581020522,0.4779353137628988,0.190941344269705,-0.1811090186581705,128.95805938087523,141.92044099653475,91.73174650812922,163.07897569747956,90.18656690265637,84.87236125767322,544.7173243882648,1035.5032394467405,1204.9340098258567,3939.0249129559984,2951.8159719399164,1686.3138606367345,424.9396048931907,5491.195897082398,2732.76447382585,3018.1397048540452,2066.136979422987,2097.3168755092333,3926.549280762344,2116.20176568704,2404.541747320313,P11
P13,2019-05-16,3.0,1567.2,50.8,0.5937457214312853,11.298831362861742,0.286192583647153,0.2587808869393527,0.3354816183933192,0.3704433935609521,35.438281892226705,0.3055026944556957,0.5526474879964207,0.5581810207078179,-0.001410678547144,0.0564735596244862,0.3695706921308344,0.3548468430833262,0.1424392318988936,-0.1774695392939145,138.55733001667662,160.4021667747406,107.2462949422064,187.22710914684552,105.23846649076262,96.9306773316484,383.88258321566434,733.5329297728846,729.0178066533452,2845.6729125495094,2559.771879725168,1428.3770567373526,1443.4303638728484,2104.9648519888683,2748.9028072048177,2187.4011566640447,2341.2526178707717,2307.3742191433344,2601.008646942329,2401.598369347916,2302.522533702908,P13
P13,2019-06-17,3.0,3203.2,63.0,0.7556793829360231,7.465283738310724,0.3683099256932804,0.2657004417023862,0.5671565000206137,0.4983608943569769,47.35901185627499,0.4537384801899344,0.522692355740101,0.623250448875189,-0.0473639916780622,0.2534235753882441,0.5191940785392434,0.3424825035408644,0.2141985272708437,-0.1139551835233108,133.38421856563633,167.83058490525505,90.98643266618312,207.5630606952104,88.65607046420185,80.92791510676327,268.683664309754,641.668935313154,477.01054745673287,3449.592295264599,2050.556390298037,949.2906644869296,936.9225552430739,2688.3426887422806,3330.0357761144387,3191.3327229732395,3001.8612563502497,3107.358064686878,3475.9023760233113,2786.3418812209993,2873.2078607519497,P13
P13,2019-07-16,3.0,5000.8,68.4,0.7899164797488475,6.591271983012833,0.3910282900738966,0.3005684664875325,0.6142465738436625,0.5813031933106378,54.81527207047726,0.5824848790543089,0.5269089335746763,0.6470907019073088,-0.0513914952243277,0.2945218715944154,0.6286076260732046,0.4084534305526662,0.2770623929146021,-0.1226169699152588,129.04845198250715,168.107190815305,79.45919989369494,214.9589894021877,77.29339882114182,70.93797998658171,293.2748242362527,727.266656657635,504.5868969677002,4308.384372958526,2346.6657176045146,1028.8542879585466,416.03118668431773,3496.963247914119,3949.0759713161233,3849.9025017632275,3871.259679531932,3772.716307783773,4954.325420731259,3290.77326307937,4195.313918639531,P13
P13,2019-08-14,3.0,6083.2,52.8,0.7023353778833448,9.085932831892944,0.3551856556391475,0.2901284278581481,0.4942684548279152,0.4853602922377212,45.9664963039133,0.4457444953442051,0.5696601258779983,0.6067882423671164,-0.0183081754738088,0.1748635960488721,0.4994917132848371,0.3846446522987597,0.2163632593375579,-0.1530388555520635,134.75097155470306,161.68300509753487,91.2029642827928,195.8879042161013,88.90902128670778,81.90087104909487,311.0036018769018,690.5629909586937,619.4884818103343,3637.9389812343697,2521.034411382528,1204.7548366866683,772.2653486671354,3338.0766450833585,4455.795380021346,4090.467848596855,4114.396908482497,3995.3486452811044,5435.689634372988,5178.102794617205,4357.902617493701,P13
P13,2019-09-18,3.0,6239.2,52.8,0.6567483925314084,10.411333686382422,0.3345956446107589,0.2907174013313156,0.4134881688063659,0.423606452978278,40.33689520198975,0.3631810644424837,0.5821336077836811,0.6012080222780661,-0.0131550072025901,0.0909914285687148,0.4295944233282296,0.3620847345485038,0.1724617573526489,-0.1714313299637792,138.27224933744083,162.63344933394006,100.0529139455951,191.979019030654,97.66817264864991,89.78864393167804,345.5697875826267,688.6610325378741,647.7435327273669,3125.50696656101,2603.348199349848,1295.9145727073128,1210.7302281184081,2500.7137327561095,3522.830813831826,2912.176705847786,2918.7993228193436,2912.1828510240084,3609.16473239108,4003.4634356947263,3418.474180294148,P13
P13,2020-05-11,3.0,1190.4,59.6,0.5517600333197907,12.51200499442506,0.2782061688740584,0.2929580248872959,0.255566705537739,0.3662153171438738,34.764779433169544,0.3115419347980861,0.5773001947390617,0.5707419697813766,0.0103333777347716,-0.0223292400914107,0.3749267827907807,0.4143841365681974,0.1419138162237091,-0.2351407977573441,139.9680783447955,160.02022143583284,107.91287081784354,184.86643654015103,105.90836534112384,98.22541463714413,499.8763364318101,861.0092879863175,886.9171728061772,3078.469706347734,3219.75515929768,1826.204740630844,845.2638866404933,1434.9152106508038,750.3929710294215,1531.8676095488609,1389.417698862984,1493.265969123711,1456.9096166185975,1214.1078931642112,1264.6931329716153,P13
P13,2020-06-18,3.0,2883.2,60.0,0.7633081075835142,7.398654229972102,0.3804619860046828,0.3045739092332411,0.5772236402213483,0.5577069848124018,52.59659762602784,0.5536674970078582,0.5310248971974435,0.6336599749420684,-0.0485334890943189,0.2522575754207913,0.5973596492108569,0.413562650358457,0.2616758276495237,-0.1380802118495225,128.63672388216108,165.99257882763266,81.86694640323367,213.17890651026295,79.79442545948027,73.22041875076322,317.36590498853786,765.5565236353748,561.5678232229553,4185.493238108516,2499.805627170977,1122.1417073085029,450.16160455057724,3036.846191985853,3871.29213749608,3687.541026873444,3736.2874577354755,3653.495236296536,4675.992316351793,4578.1030574808565,3073.145226472574,P13
P13,2020-08-12,3.0,4727.2,59.4,0.7507312257157662,7.878929566979234,0.3826160216326206,0.2833681739187543,0.5820908019727538,0.532731078769473,50.32495542075646,0.5124089851810192,0.523262522981906,0.6116364894231291,-0.0424062416616808,0.2570154206868922,0.5588437696240093,0.3896794348895629,0.2447467586054039,-0.1255598767195761,129.25415295763457,163.61754164754797,84.53227359106121,208.09073310369587,82.42389884128411,75.56389023110431,294.144341620327,727.4832993482399,560.3711319971383,3937.728681123856,2321.571988581387,1036.7128339224823,588.1559756776406,3401.2429253096752,4351.045652104047,3981.476379904975,4041.1403131342067,3976.3616774052853,5076.919100977903,4737.121669146139,4650.964607904082,P13
P13,2020-10-15,3.0,3433.6,38.8,0.5141873448865212,14.399037973104004,0.2903673030727622,0.2596527765223403,0.2780772276586828,0.3312539640800673,31.56854296218777,0.2412750197377755,0.6252156772520079,0.5246161988051974,0.0852255166431733,-0.0121858854793677,0.314209813829413,0.3818976349925574,0.132987013055204,-0.210127152378051,146.36718079820653,149.57333386032658,108.92626941772346,154.55683289465253,106.20032737789832,100.49639561126976,393.6002182939375,682.3785147596437,928.3065253748802,2870.2495072759384,2944.588396718011,1625.421871524779,1843.2650187332117,3603.746397806508,3849.5331401428816,3704.575570212622,4059.2476067994726,4134.304282345722,3175.93038202321,2738.951093367876,3267.468291550386,P13
P13,2021-05-26,3.0,940.0,75.8,0.6572052788783262,9.916904471403823,0.3239491840968656,0.2876232733094173,0.4243571294780563,0.457109079763666,43.23925690075767,0.4290621844063443,0.5289527032337885,0.5966461891118843,-0.0300905923796566,0.1274347709313371,0.4923643699577834,0.4104922697820163,0.1960410593740679,-0.1778951648958715,133.98177677317798,165.91786841429786,95.2826034625221,201.4231247718857,93.33962123177535,85.74352775002309,453.2760822125268,853.1225070118218,732.7438121348955,3581.9320621733955,2767.3648323419634,1441.208873069637,668.3244847484107,1974.940104538108,920.9988536427718,1692.6517257558828,1490.9771566612055,1542.159986967222,1291.9273911001183,2153.873874691539,1332.0138924506757,P13
P13,2021-07-20,3.0,3297.6,68.2,0.7750547807135925,7.162299652647084,0.3924884055892775,0.2926044100141656,0.6067597430411776,0.5594338037215887,52.79411294751014,0.551140176084048,0.5189384927526391,0.6304337421460307,-0.0515228777832652,0.2801693615368698,0.596502756534768,0.3970413185164246,0.2614494975452776,-0.1212126484251389,128.3646879216465,166.18691958689638,81.68311757143351,213.55713941123247,79.57143086671499,72.87266605761562,290.6019824772311,732.7376686420446,521.0722260067615,4119.130330402205,2311.699920188704,1005.4832919053142,490.9753457116491,3281.777349108082,4275.89502167569,3831.538858602344,3883.2050062248322,3821.5011733598303,4789.962260054039,4604.629030573743,4181.794623131929,P13
P13,2021-08-30,2.0,3566.6666666666665,61.0,0.6789995218294239,10.368442539145631,0.3700628323183162,0.2670006423503425,0.526609220470543,0.474316775200548,44.832772038770166,0.4274766011577168,0.549242646558713,0.5624243953460846,-0.0026166877732201,0.1955288326057013,0.48271441764162,0.3929524235449667,0.2141174250097293,-0.1433722542848418,133.27473986289644,156.4492166365728,89.30040618837663,186.29434667638228,87.00460315265934,80.47305027163807,339.78629920153435,727.851944156606,721.2368128750414,3682.6579286930473,2493.9282117161583,1153.8721255210498,878.7299700615365,5163.680751872364,4030.481840446309,4505.340728493356,4433.453906609617,4364.767227385918,5042.619181834999,3928.4927057545697,3665.232755670525,P13
P13,2022-07-06,3.0,2933.6,58.2,0.6865771878571546,9.723758628911945,0.3560137633478401,0.2758701831456571,0.5191177870064253,0.4960809680447664,46.81159910243926,0.4723294258553218,0.5268499192643069,0.5649209039175792,-0.0196685969619413,0.2016850005699242,0.5093478177210261,0.4148438513841853,0.2291741528453728,-0.1498686131549405,128.6940485924483,156.41694649883843,86.84114561963437,196.36499840425049,84.92976523420245,78.2799020421123,345.2668030332407,804.0321926243214,723.691235461344,3916.72065586341,2595.605038295774,1234.7396410131942,583.8541201006962,3904.9587035379736,4302.374379420776,4324.213007717174,4544.770748759548,4398.775657015041,5371.39590568936,4215.925866383216,3894.854138718062,P13
P13,2022-08-02,3.0,2988.0,39.6,0.5834238941248718,13.042060000592702,0.3290941529349916,0.2673646840694055,0.4005273968110963,0.4072504981337825,38.50745850323516,0.3524454438082833,0.5614771045660057,0.5254464975018839,0.0264341556906375,0.0835243512186209,0.3929370605473364,0.4151573805047207,0.1790650605053917,-0.1874821647561471,130.77678730992426,147.31742724231196,96.2601726407755,172.18698213354833,94.6379375149552,88.0825584517727,363.27021256092553,820.3933455367792,909.9458183856616,3454.498801529473,2915.6435795282355,1474.2043476677648,934.3220212536587,4215.569269132346,5058.622818153072,5029.253129553295,5132.548696092989,5364.166677709806,3422.7295487602555,4140.19648823094,3665.791175347299,P13
P13,2022-09-07,3.0,4208.8,56.8,0.5005156262202952,13.97350789866986,0.266620730959814,0.2418781730732751,0.2384573100639159,0.2956636665406534,28.560540279771345,0.2189101381628327,0.5722068392255106,0.5228760129780831,0.044687113955389,-0.0291539462087975,0.2850906104572803,0.3391972120500174,0.1062572071297626,-0.1894769986425337,144.13587703717687,156.30271672818748,117.4455554279017,170.58727293637406,115.46399968794054,107.78399652656748,404.2798296211452,704.6572023125541,812.9948210776239,2450.5698675372328,2602.6970409185506,1508.1555835330164,2343.215684399974,2359.332175292279,2959.301646946852,2129.714074999637,2436.546896501146,2288.2262016010886,2558.135381512256,2463.649819132639,2672.7565469156348,P13
P13,2023-05-25,3.0,1748.0,70.0,0.6499978829481088,9.78220167406375,0.3115204229713419,0.2711678766650984,0.4055490012487665,0.4277603742571878,40.645975955164126,0.3818091956483297,0.5305760159960071,0.5898340268288379,-0.0270744136836752,0.1201806122701761,0.4441807883301361,0.371324129640334,0.17451891131233,-0.1663432247560106,135.02058600266832,164.6898390175004,100.3091084259952,199.9845419661648,98.40072114461351,90.31706266467512,384.6751858411672,768.0139610235018,668.2441468755268,3211.6129291064003,2527.241924323863,1358.5606793296463,950.0228227708963,1826.0682033860965,2109.7070516882845,2056.2458194645696,1957.5760779037714,2010.794112638821,2212.897024412082,2199.1398343186256,1681.5645419115906,P13
P13,2023-06-26,3.0,2880.0,46.8,0.7130719433494402,8.58275933726181,0.3452907271023948,0.2854489435657665,0.5009772656780003,0.4889786789029586,46.27616600932575,0.4542171276213996,0.5365477696548043,0.6068105762307485,-0.0380156217959783,0.188937117607682,0.5095563395548378,0.3822610695948272,0.2130563899279296,-0.1482283317903063,131.97585410901587,164.34307353393416,90.97679994674506,205.3235883152492,88.85990227826431,81.42950850760622,331.0455554610402,741.2491194965957,602.4384405050728,3606.3458134128655,2457.942510798261,1197.200775910518,732.7616916773713,2418.936804770028,3478.0644070129892,3052.241153121104,3113.6395297772597,3107.2161803087074,3806.2436306479835,3151.3192239909645,3354.36361875237,P13
P13,2023-07-25,3.0,3886.4,56.6,0.7700719446770458,7.211029475917496,0.3844659899965011,0.2828879756703986,0.6023497662354476,0.5513335436927594,52.04534099353919,0.5394415806669961,0.5078981727673598,0.621970604089074,-0.0518836021066766,0.2841876238029225,0.5869522642114556,0.3911422911242928,0.2552473566494497,-0.1179046751450842,128.41429848819882,166.2315442172054,82.7311809457627,213.21062318951044,80.6378870162051,73.81387688574848,294.7193271785041,734.4728677652299,524.9962140586188,4044.185260508375,2251.5028388767614,1001.6230165637788,523.7612640540709,3157.9875874352047,3835.650080570647,3556.5536282174144,3624.383507097913,3599.6583423025872,4400.993897652348,4414.9280674278525,4329.061417469785,P13
P13,2023-08-24,3.0,4315.2,55.6,0.7236314837537758,8.90952531435424,0.3835151878828809,0.255373508655325,0.5993720349431566,0.5241951488224139,49.468176906624805,0.5090382909532898,0.485344792726583,0.559649811883248,-0.0330593918271623,0.2824841325647338,0.5443726370534098,0.3973158921766005,0.2465894376208331,-0.112992037797962,126.21900473835198,158.25428598323566,83.31736639810666,202.84563677155984,81.44405702170882,74.79093627231933,305.3640898168872,774.8388012442986,635.7428714976819,4020.043745892248,2238.574587160065,999.448054269096,578.9904171686532,4525.805831068511,4237.9347492429115,4425.097117950776,4683.107488689603,4533.457157767861,5259.7502298916515,4863.988538839255,4637.119796774973,P13
P13,2023-10-10,3.0,5032.8,51.8,0.6812043156526515,9.692033822785673,0.3451596828343609,0.2604032594036793,0.5016698769293189,0.4599821650763521,43.596357796943465,0.395906155874003,0.5867928513957805,0.5648923499600526,0.0122885451756072,0.1893295318259484,0.4569256600791345,0.363553520923019,0.2031049551702123,-0.1404324309125539,138.44392055988004,156.4489167039514,92.7093603535328,178.42660834590956,90.06801833739206,83.48079045929526,275.45335263676924,609.3260865368109,648.7102338492734,3440.724698118352,2337.923489047464,1137.07087346062,1289.305795929426,5561.980506290288,5209.7424646954605,5294.829400022891,5606.934599095576,5341.917786813505,6003.772323753972,3803.685500473246,4069.662521843991,P13
P14,2019-05-16,3.0,1084.0,76.6,0.8380756382542066,5.111173338043227,0.393036755649164,0.2826831895545356,0.6641391037846386,0.6021075706753987,56.85519394433853,0.6083198769389149,0.4710086354721984,0.6794041476558079,-0.0802929377053585,0.3649392948526124,0.6783878193876762,0.3801835690991537,0.2808572990340159,-0.0909074742602998,129.61643630707547,178.63271158785025,79.04380138372117,226.08189445861692,76.73667525768846,69.82986963943084,303.3365711559659,707.0979286428835,373.1443348634372,4235.804864789279,1963.2868215334156,845.077743263292,428.1333008131674,2775.6912156068543,1736.5215146439182,1660.2490433837013,1691.7336765335706,1768.8938986419087,2041.1115374671288,2896.9311090406622,3435.0085678497226,P14
P14,2019-06-17,3.0,2997.6,74.6,0.8487696151250952,4.833084827212464,0.4191778985280099,0.2684254425792208,0.7194495574557889,0.6401682617853612,60.37788879881473,0.6680989158809705,0.4551975556106495,0.6602110913750739,-0.0672569348568161,0.4301642808101866,0.7078714359636147,0.3993635331684917,0.3181948671629334,-0.0720219909885816,125.56828987353914,172.0531723857303,72.95509674635997,222.951645795804,70.85977351860727,64.87482877456257,239.24848703430388,697.0998419663014,381.82056380651335,4679.843817195702,1862.1693034092075,762.2450986123037,317.35089614212444,5167.945416149114,2965.822703160332,5190.536548601146,4211.299069102777,3797.365357564853,4332.796747945548,3468.3234413774335,3968.270204386783,P14
P14,2019-07-16,3.0,6267.2,65.6,0.7957897089821255,6.401532627366756,0.3923375537767021,0.2970629120935003,0.6306534765142895,0.59745769137312,56.33976032440256,0.6162438099652201,0.4993989712145429,0.6412520463200172,-0.0588460572266736,0.3175082399684997,0.6493801558808722,0.4208484850731247,0.2908158149555127,-0.1162877139189448,125.62123638440396,167.52657812383302,77.08006273305725,219.28688444431745,75.11466290178632,68.86176557396671,292.7789478684838,776.5834096427242,509.59829071713307,4499.835314417326,2326.673052940438,1016.311413002808,357.28462189227776,3603.7052152818487,3648.7663299275623,4339.603695748527,4306.279259153837,4081.2982695867054,3977.957752279713,3710.8040726857207,4301.62773305796,P14
P14,2019-08-14,3.0,9068.8,52.6,0.7060631165213715,8.968542551478055,0.3557982851134982,0.2867830145425771,0.5052115609913924,0.4909273899913544,46.46344162460804,0.4535844220675449,0.5618185206012123,0.6021539327216884,-0.0204395554878579,0.1874545775190571,0.5033649052224993,0.3865144287490138,0.2203339433488793,-0.1493026692592279,133.25846761628665,160.78920548565233,90.12494323868265,196.70417014471545,87.92717113515221,80.95477904045319,302.0234627768377,698.5695668859814,621.1134780091521,3687.09453497276,2494.577253274734,1188.9087122470437,741.5300552472999,3327.311027271635,4047.6183228831023,4804.256708911153,4936.238911798382,4088.7268223559363,4027.7594219170037,4069.624659717832,4136.365234912489,P14
